name,url,error_orig,type_error_orig,error_app,type_error_app,pdfs,pdf_avec_criteres
Investir dans les hébergements touristiques,/aides/6099-revitaliser-et-conforter-lattractivite-des-ce/,True,,False,url not starting with http,[],False
Financer vos budgets d'investissement,/aides/1f44-financer-vos-budgets-dinvestissement/,True,,True,,[],False
Accompagner la rénovation énergétique du parc privé,/aides/c5ef-lutter-contre-la-precarite-energetique/,True,,False,url not starting with http,[],False
Accompagner la valorisation des travaux de rénovation grâce aux Certificats d'Economie d'Energie,/aides/accompagner-dans-la-valorisation-des-travaux-de-re/,True,,True,,[],False
Investir en faveur de l’efficacité énergétique et des énergies renouvelables dans le bâti et les transports urbains innovants - ELENA,/aides/b772-investir-en-faveur-de-lefficacite-energetique/,True,,False,url not starting with http,['http://www.eib.org/attachments/documents/elena_faq_fr_20220222.pdf'],True
"Identifier, préparer et développer des projets d'investissement - URBIS",/aides/0241-investir-en-faveur-de-lefficacite-energetique/,True,,False,url not starting with http,[],False
Investir dans des entreprises à technologies vertes pour financer leur croissance et accroître leurs fonds propres - Ecotechnologies,/aides/db5e-ecotechnologies/,False,url changed to https://www.bpifrance.fr/catalogue-offres,False,url not starting with http,[],False
Pour investir au capital de jeunes start-ups - French Tech Accélération,/aides/b7d5-french-tech-acceleration/,False,url changed to https://www.bpifrance.fr/nos-solutions/investissement,False,url not starting with http,[],False
Aider les entreprises de la filière aéronautique,/aides/aee7-aide-aux-entreprises-de-la-filiere-aeronautiq/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/aide-aux-entreprises-de-la-filiere-aeronautique,False,url not starting with http,[],False
Développer l'innovation au sein des entreprises (Garantie innovation),/aides/bb43-garantie-innovation/,False,Status 404,False,url not starting with http,[],False
Renforcer vos fonds propres et rechercher des investisseurs - EuroQuity,/aides/fc0a-euroquity/,False,url changed to https://www.bpifrance.fr/catalogue-offres/generaliste/euroquity,False,url not starting with http,[],False
Vous aider dans la préparation de votre projet d'innovation - Aide pour la faisabilité de l'innovation,/aides/a5cf-aide-pour-la-faisabilite-de-linnovation/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/subvention-innovation,False,url not starting with http,[],False
Identifier les fonds d’investissement susceptibles d’accompagner le développement de votre entreprise - Fonds d’investissement partenaires,/aides/02ec-fonds-dinvestissement-partenaires/,False,url changed to https://www.bpifrance.fr/catalogue-offres,False,url not starting with http,[],False
Garantir les prêts qui accompagneront l’innovation de votre entreprise - Garantie Innovation,/aides/7614-garantie-innovation/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/garantie-innovation,False,url not starting with http,[],False
Soutenir les technologies et les services dans le domaine de la ville intelligente - Ville de Demain,/aides/6228-ville-de-demain/,False,url changed to https://www.bpifrance.fr/catalogue-offres,False,url not starting with http,[],False
Engager / structurer démarche et plan d’actions RSE - Accompagnement à la RSE,/aides/d762-accompagnement-a-la-rse/,False,Status 404,False,url not starting with http,[],False
Pour accompagner les dirigeants dans leur développement - Les publications du Lab,/aides/050e-les-publications-du-lab/,False,url changed to https://www.bpifrance.fr/catalogue-offres/generaliste/les-publications-du-lab,False,url not starting with http,[],False
Investir dans des PME et ETI performantes ayant une activité significative dans le secteur ferroviaire - Croissance Rail,/aides/291e-croissance-rail/,False,url changed to https://www.bpifrance.fr/catalogue-offres,False,url not starting with http,[],False
Investir dans des entreprises du numérique pour accélérer leur croissance - Ambition numérique,/aides/7c1f-ambition-numerique/,False,url changed to https://www.bpifrance.fr/catalogue-offres,False,url not starting with http,[],False
Aider les PME à innover - Prêt participatif de développement Innovation,/aides/c999-pret-participatif-de-developpement-innovation/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/pret-participatif-de-developpement-innovation,False,url not starting with http,[],False
"Mise en ligne des formations, courtes et ciblées, conçues sur mesure - Bpifrance Université e-learning",/aides/2b9a-bpifrance-universite-e-learning/,False,url changed to https://www.bpifrance.fr/catalogue-offres/generaliste/les-formations-en-ligne,False,url not starting with http,[],False
Aider le développement de l'innovation,/aides/d271-aide-pour-le-developpement-de-linnovation/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/aide-pour-le-developpement-de-linnovation,False,url not starting with http,[],False
"Soutenir prioritairement les PME innovantes, à fort potentiel de croissance, engagées dans des projets collaboratifs - Eurostars",/aides/7e07-eurostars/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/eurostars,False,url not starting with http,[],False
Renforcer la structure financière de votre entreprise pour accompagner une levée de fonds - Prêt d'amorçage investissement avec le FEI,/aides/713a-pret-damorcage-investissement-avec-le-fei/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/pret-damorcage-investissement-avec-le-fei,False,url not starting with http,[],False
Mettre en œuvre un projet de filière - Aide aux projets : « Structuration de Filières »,/aides/7b2e-aide-aux-projets-structuration-de-filieres/,False,Status 404,False,url not starting with http,[],False
Pour vous accompagner dans une première démarche d'innovation - Diagnostic Innovation,/aides/6b1e-diagnostic-innovation/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/diagnostic-innovation,False,url not starting with http,[],False
S’entraîner à pitcher devant des investisseurs et/ou des clients - Pitch&Win,/aides/d1fa-pitchwin/,False,url changed to https://www.bpifrance.fr/catalogue-offres/generaliste/pitchwin,False,url not starting with http,[],False
Financer le lancement industriel et commercial d’une innovation en France ou à l'étranger - Prêt Innovation FEI,/aides/08dc-pret-innovation-fei/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/pret-innovation-fei,False,url not starting with http,[],False
Subventionner votre projet - Fonds National pour la société Numérique (PIA numérique),/aides/7f85-fonds-national-pour-la-societe-numerique-pia-/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/fonds-national-pour-la-societe-numerique-pia-numerique,False,url not starting with http,[],False
Faire passer des projets à leur phase d’industrialisation - Fonds SPI  (Sociétés de projets industriels),/aides/a9fb-fonds-spi-societes-de-projets-industriels/,False,url changed to https://www.bpifrance.fr/catalogue-offres,False,url not starting with http,[],False
Renforcer la trésorerie de votre entreprise pour préparer une levée de fonds - Prêt d'amorçage avec le FEI,/aides/1fba-pret-damorcage-avec-le-fei/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/pret-damorcage-avec-le-fei,False,url not starting with http,[],False
Aider le développement deeptech,/aides/e255-aide-au-developpement-deeptech/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/aide-au-developpement-deeptech,False,url not starting with http,[],False
Accompagner les projets d'innovation sociale - Fonds d'innovation sociale (FISO),/aides/1da2-fonds-dinnovation-sociale-fiso/,False,Status 404,False,url not starting with http,[],False
Financer votre projet d'innovation ayant un impact social - Fonds d'innovation sociale (FISO 2),/aides/a8e8-fonds-dinnovation-sociale-fiso-2/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/fonds-dinnovation-sociale-fiso-2,False,url not starting with http,[],False
Faciliter l’accès des PME françaises à l’Accélérateur de l’EIC (Conseil Européen de l’Innovation) - Diagnostic Europe,/aides/cf89-diagnostic-europe/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/diagnostic-europe,False,url not starting with http,[],False
Soutenir la coopération technologique européenne - Label EUREKA,/aides/c277-label-eureka/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/label-eureka,False,url not starting with http,[],False
Mettre en œuvre un projet collaboratif d’innovation stratégique - Aide aux projets collaboratifs des pôles de compétitivité (FUI),/aides/4008-aide-aux-projets-collaboratifs-des-poles-de-c/,False,url changed to https://www.bpifrance.fr/catalogue-offres,False,url not starting with http,[],False
Sourcer les meilleures startups B2B françaises - Le Hub Digital,/aides/82e4-le-hub-digital/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/le-hub-digital,False,url not starting with http,[],False
Concours d’innovation i-PhD,/aides/8191-concours-dinnovation-i-phd/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/concours-dinnovation-i-phd,False,url not starting with http,[],False
Participer au financement de votre innovation pour son lancement industriel et/ou commercial - Subvention Innovation Outre-mer,/aides/3c01-subvention-innovation-outre-mer/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/subvention-innovation-outre-mer,False,url not starting with http,[],False
Aider les projets de recherche et développement structurants pour la compétitivité (PSPC),/aides/5cb7-aide-aux-projets-de-recherche-et-developpemen/,False,Status 404,False,url not starting with http,[],False
Investir dans des PME et ETI à fort potentiel de croissance - France Investissement Régions,/aides/97ab-france-investissement-regions/,False,url changed to https://www.bpifrance.fr/catalogue-offres,False,url not starting with http,[],False
Financer un projet de partenariat technologique (APT),/aides/25a5-aide-au-partenariat-technologique-apt/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/diagnostic-partenariat-technologique-international,False,url not starting with http,[],False
"Financer la participation aux programmes collaboratifs internationaux de recherche, développement et innovation (RDI).",/aides/7879-diagnostic-partenariat-technologique-internat/,False,url changed to https://www.bpifrance.fr/catalogue-offres/soutien-a-linnovation/diagnostic-partenariat-technologique-international,False,url not starting with http,[],False
Accéder au préfinancement des subventions ou du FCTVA par le prêt relais,/aides/4ac9-acceder-au-prefinancement-par-le-pret-relais/,False,url changed to https://www.labanquepostale.fr/collectivites/financements/financer-investissements/pret-relais.html,False,url changed to https://www.labanquepostale.fr/collectivites/contacts.html,[],False
Optimiser la gestion de votre trésorerie par la ligne de trésorerie,/aides/7f2d-augmenter-votre-tresorerie-par-la-ligne-de-tr/,False,Status 404,True,,[],False
Donner vie à vos projets d'investissement grâce à un financement à moyen-long terme,/aides/a49e-adopter-un-financement-a-moyen-long-terme/,False,Status 404,False,url changed to https://www.labanquepostale.fr/collectivites/contacts.html,[],False
Traiter les copropriétés fragiles et en difficulté,/aides/b862-traiter-les-coproprietes-fragiles-et-en-diffi/,True,,False,url not starting with http,[],False
"Accompagner à la création, au développement, à la consolidation et à la professionalisation d'un garage solidaire -SOLIDARAUTO",/aides/c300-accompagner-a-la-creation-au-developpement-a-/,True,,True,,['https://solidarauto.org/wp-content/uploads/2018/08/Charte-Solidarauto-2018.pdf'],True
Lutter contre l'habitat indigne et dégradé,/aides/5a58-lutter-contre-lhabitat-indigne/,True,,False,url not starting with http,[],False
Adapter les logements à la perte d'autonomie,/aides/62f3-adapter-les-logements-a-la-perte-dautonomie/,True,,False,url not starting with http,[],False
Développer un parc locatif privé à vocation sociale,/aides/276e-developper-un-parc-prive-a-vocation-sociale/,True,,False,url not starting with http,[],False
Humaniser et améliorer les conditions d'accueil des structures d'hébergement,/aides/0cdc-humaniser-les-centres-dhebergement/,True,,False,url not starting with http,[],False
Bénéficier d'expertises pour la mise en œuvre des projets de revitalisation,/aides/0e6f-beneficier-dexpertises-pour-la-mise-en-uvre-d/,False,url not starting with http,False,url not starting with http,[],False
Implanter une micro-folie,/aides/2a6c-implanter-une-micro-folie/,False,Unknown error,False,url not starting with http,[],False
Soutenir l’innovation duale des PME et ETI et améliorer la compétitivité de ces entreprises sur les marchés civil et défense - RAPID (régime d’appui à l’innovation duale),/aides/cf41-soutenir-linnovation-duale-des-pme-et-eti-et-/,True,,False,url not starting with http,[],False
"Etre accompagné pour candidater aux appels à projets collaboratifs de recherche, développement et innovation internationaux - fonds européens",/aides/c84b-etre-accompagne-pour-candidater-aux-appels-a-/,True,,True,,[],False
"Etre accompagné pour candidater aux appels à projets collaboratifs de recherche, développement et innovation du secteur de la Défense - fonds européens",/aides/29f9-etre-accompagne-pour-candidater-aux-appels-a-/,True,,True,,[],False
Encourager les business angels à financer les jeunes startups de la deep tech  - French Tech Seed,/aides/d84a-encourager-les-business-angels-a-financer-les/,True,,True,,[],False
Aider les structures d’accélération de startups  - French Tech Accélération,/aides/a709-aider-les-structures-dacceleration-de-startup/,True,,True,,[],False
Aider les entrepreneurs à financer leurs premières dépenses  - Bourse French Tech,/aides/6e11-aider-les-entrepreneurs-a-financer-leurs-prem/,True,,True,,[],False
Encourager l’innovation et la compétitivité des entreprises - Crédit d’impôt recherche French Tech,/aides/3384-encourager-linnovation-et-la-competitivite-de/,True,,True,,[],False
Prévenir les risques naturels majeurs  - Fonds de Prévention des Risques Naturels Majeurs (FPRNM),/aides/e47c-fonds-de-prevention-des-risques-naturels-maje/,True,,False,url not starting with http,[],False
Défiscaliser vos travaux - Label de la Fondation du patrimoine,/aides/70bf-label-de-la-fondation-du-patrimoine/,True,,False,url not starting with http,['https://strapi-upload.cdn.fondation-patrimoine.org/Plaquette_Label_edc61a9123.pdf'],True
Réaliser des économies d'énergie sur votre éclairage public via un conseil en énergie partage (CEP),/aides/8630-eclairage-public-un-gisement-deconomies-dener/,True,,False,url not starting with http,[],False
Développer les réseaux électriques et la transition énergétique en zone rurale,/aides/5eb1-developper-les-reseaux-electriques-et-la-tran/,True,,False,url not starting with http,[],False
Financer des études de faisabilité ou la démonstration de technologies vertes et innovantes - FASEP,/aides/84d7-financer-des-etudes-de-faisabilite-ou-la-demo/,False,Unknown error,False,url not starting with http,[],False
Accélérer la reprise des projets,/aides/b686-accelerer-la-reprise-des-projets-amo-commande/,True,,False,url not starting with http,[],False
Proposer une offre alimentaire structurée et adaptée,/aides/2920-proposer-une-offre-alimentaire-structuree-et-/,True,,False,url not starting with http,[],False
Développer une école de conduite à statut associatif,/aides/65c1-developper-une-ecode-de-conduite-a-statut-ass/,False,Status 403,False,Status 403,[],False
Embaucher un jeune à un emploi FONJEP,/aides/8e75-embaucher-un-jeune-a-un-emploi-fonjep/,False,url not starting with http,False,url not starting with http,[],False
Accompagner les lycéens dans leur orientation - Cordées de la réussite,/aides/004d-accompagner-les-lyceens-dans-leur-orientation/,False,url changed to https://www.cordeesdelareussite.fr/,False,url not starting with http,[],False
Accéder à l’autonomie et à l’insertion professionnelle,/aides/d9e4-acceder-a-lautonomie-et-a-linsertion-professi/,True,,False,url not starting with http,[],False
Financer les travaux d'amélioration de la performance énergétique de votre logement - Ma Prime Rénov’,/aides/7ac0-financer-les-travaux-damelioration-de-la-perf/,False,url changed to https://www.maprimerenov.gouv.fr/prweb/PRAuth/app/default/H9DF1ufnPCNDOGG8PFgaaW3tLvvaZHE9*/!STANDARD?pzuiactionrrr=CXtpbn1CMEhYTnBBTUpHR29od3FsdlR3QTBpbzlKa3llaHRqMStYSXN2WjFYOVcrQStLWW00blN2dERVUDJXV0FCSi81R0xNSk9yVWRUa1d0REl3d1NQcEpXQT09*,False,url not starting with http,[],False
Bénéficier du prêt tourisme BPIfrance pour les ETI-PME-TPE,/aides/4143-beneficier-du-pret-tourisme-bpifrance-pour-le/,True,,False,url changed to https://www.bpifrance.fr/catalogue-offres/generaliste/pret-tourisme?pk_campaign=Aides_Territoires&pk_kwd=autres_mesures_tourisme&pk_source=Affiliation,[],False
Investir dans les projets d'énergies renouvelables,/aides/c9de-investir-dans-les-projets-denergies-renouvela/,True,,False,url not starting with http,[],False
Sécuriser les réseaux de votre collectivité,/aides/82c1-securiser-les-reseaux-de-votre-collectivite-s/,False,url changed to https://www.banquedesterritoires.fr/resilience-securisation-physique-des-reseaux?pk_campaign=Aides_Territoires&pk_kwd=securisation_phyisque_reseaux&pk_source=Affiliation,False,url not starting with http,[],False
Investir pour la qualité des eaux et Re-UTE,/aides/2788-investir-pour-la-qualite-des-eaux-et-re-ute-i/,True,,False,url not starting with http,[],False
Financer les travaux de rénovation énergétique sur les parties communes des copropriétés- Ma Prime Rénov’ Copro,/aides/1235-financer-les-travaux-de-renovation-energetiqu/,False,url changed to https://www.maprimerenov.gouv.fr/prweb/PRAuth/app/default/H9DF1ufnPCNDOGG8PFgaaW3tLvvaZHE9*/!STANDARD?pzuiactionrrr=CXtpbn1CMEhYTnBBTUpHR29od3FsdlR3QTBpbzlKa3llaHRqMStYSXN2WjFYOVcrQStLWW00blN2dERVUDJXV0FCSi81R0xNSk9yVWRUa1d0REl3d1NQcEpXQT09*,False,url not starting with http,[],False
Accéder à la culture cinématographique - Jeunes de moins de 25 ans,/aides/b966-acceder-a-la-culture-cinematographique-jeune-/,True,,False,url not starting with http,[],False
Etre accompagné vers l’emploi et l’autonomie (PACEA) - Jeunes de moins de 25 ans,/aides/7360-etre-accompagne-vers-lemploi-et-lautonomie-pa/,False,Unknown error,False,url not starting with http,[],False
Bénéficier d'un parcours personnalisé - Jeunes de 16 à 18 ans,/aides/169e-beneficier-dun-parcours-personnalise-jeunes-d/,True,,False,url not starting with http,"['https://www.afpa.fr/documents/21653/74775636/2210370+Rapport+d%27activit%C3%A9+AFPA+2020-BD.pdf', 'https://www.afpa.fr/documents/21653/0/CGV-2021.pdf']",True
Bénéficier d’une formation en alternance permettant une évolution ou une reconversion professionnelle - Salariés en activité,/aides/5c55-beneficier-dune-formation-en-alternance-perme/,True,,False,url not starting with http,[],False
Bénéficier d’un accompagnement intensif de Pôle emploi pour dynamiser ma recherche d’emploi - Jeunes de 16 à 30 ans - AIJ,/aides/0f3e-beneficier-dun-accompagnement-intensif-de-pol/,True,,False,url not starting with http,[],False
Investir dans les projets de centrales biomasses et CSR,/aides/c315-investir-dans-les-projets-de-centrales-biomas/,True,,False,url not starting with http,[],False
Obtenir un prêt dédié à la transformation à moyen et long terme de notre économie et son adaptation à la transition écologique et énergétique,/aides/8a3c-obtenir-un-pret-dedie-a-la-transformation-a-m/,True,,False,url not starting with http,[],False
Creer de nouvelles écoles de production pour rendre plus attractifs les métiers industriels,/aides/90d3-rendre-plus-attractifs-les-metiers-industriel/,True,,False,url not starting with http,[],False
Investir dans des projets de formation pour contribuer au développement du territoire,/aides/1a0f-contribuer-a-ladaptation-et-au-developpement-/,True,,False,url not starting with http,[],False
Accueillir des jeunes volontaires qualifiés en entreprise,/aides/956f-accueillir-1000-volontaires-territoriaux-en-e/,True,,False,url not starting with http,[],False
Obtenir un accompagnement en ingénierie pour la relocalisation industrielle,/aides/8ad5-obtenir-un-accompagnement-en-ingenierie-pour-/,True,,False,url not starting with http,[],False
Etre accompagné en ingénierie pour la rénovation énergétique des bâtiments public,/aides/1836-assurer-la-transition-energetique-de-votre-pa/,True,,False,url not starting with http,[],False
Trouver une offre de prêt dédiée au financement des opérations de production de logements locatifs sociaux,/aides/0b04-trouver-un-offre-de-pret-dediee-au-financemen/,True,,False,url not starting with http,"['https://www.banquedesterritoires.fr/sites/default/files/2018-11/les-index.pdf', 'https://www.banquedesterritoires.fr/sites/default/files/2018-11/la-mobilisation-des-fonds.pdf']",True
Obtenir un prêt dédié au financement des projets de recyclage/redressement des copropriétés dégradées,/aides/dc2e-obtenir-un-pret-dediee-au-financement-des-pro/,True,,False,url not starting with http,[],False
Appuyer les territoires aux problématiques spécifiques dont la crise sanitaire a souligné la fragilité,/aides/268e-appuyer-les-territoires-aux-problematiques-sp/,True,,False,url not starting with http,[],False
Trouver les moyens de favoriser l’achèvement de la couverture THD jusqu’aux raccordements finals,/aides/fecc-trouver-les-moyens-de-favoriser-lachevement-d/,True,,False,url not starting with http,[],False
Résoudre les problèmes de sous-équipement en infrastructures 4G de qualité,/aides/80f3-resoudre-les-problemes-de-sous-equipement-en-/,True,,False,url not starting with http,['http://www.banquedesterritoires.fr/sites/default/files/2021-05/AAP%20Mobile%20Outremer%20-cahier%20des%20charges_v26052021.pdf'],True
Identifier et développer des activités économiques à impact social avec la Fabrique à initiatives,/aides/6dba-identifier-et-developper-des-activites-econom/,True,,True,,[],False
Soutenir l'investissement dans les territoires -  Territoires d'Industrie,/aides/7fb0-soutenir-linvestissement-dans-les-territoires/,True,,False,url not starting with http,[],False
"Bénéficier du Fonds de solidarité pour les entreprises, indépendants, entrepreneurs - COVID 19",/aides/32e3-beneficier-du-fonds-de-solidarite-pour-les-en/,True,,False,url changed to https://cfspart.impots.gouv.fr/LoginAccess?op=c&url=aHR0cHM6Ly9jZnNwYXJ0LmltcG90cy5nb3V2LmZyLw==,[],False
Recruter et accueillir des conseillers numériques,/aides/32ff-recruter-et-accueillir-des-conseillers-numeri/,True,,True,,[],False
Bénéficier d'un accompagnement en ressources humaines réalisé par un prestataire et cofinancé par l'Etat (PCRH),/aides/4816-beneficier-dun-accompagnement-en-ressources-h/,False,Unknown error,False,url not starting with http,[],False
Recruter de jeunes talents pour des missions en lien avec les thématiques environnementales - Volontariat Territorial en Entreprise (VTE) vert,/aides/7375-accompagner-les-pme-et-eti-dans-le-recrutemen/,False,Status 404,False,Status 403,[],False
Accéder aux financements bancaires traditionnels - Industrie culturelle et créative,/aides/8288-acceder-aux-financements-bancaires-traditionn/,True,,True,,"['http://www.ifcic.fr/images/documents/cg_secteur_production_distribution.pdf', 'http://www.ifcic.fr/images/documents/principales_caracteristiques_garantie_aux_credits_production_et_distribution_image.pdf', 'http://www.ifcic.fr/images/documents/cg_garantie-ifcic-cession-creances-professionnelles.pdf', 'http://www.ifcic.fr/images/documents/cg_secteur_industries_culturelles.pdf']",True
Financer ses dépenses de prospection et s'assurer contre le risque d'échec à l'export,/aides/58cd-financer-ses-depenses-de-prospection-et-sassu/,False,url changed to https://www.bpifrance.fr/catalogue-offres/internationalisation/assurance-prospection,True,,[],False
Favoriser la modernisation des diffuseurs afin d’encourager les investissements et d’augmenter l’attractivité des points de vente,/aides/d2fd-favoriser-la-modernisation-des-diffuseurs-afi/,False,url changed to https://www.culture.gouv.fr/Thematiques/Presse/Aides-a-la-Presse/L-aide-a-la-modernisation-des-diffuseurs,False,url changed to https://www.culture.gouv.fr/Thematiques/Presse/Aides-a-la-Presse/L-aide-a-la-modernisation-des-diffuseurs,[],False
Assurer la viabilité des salles de cinéma à court terme et à long terme - soutien automatique renforcé et avances à l'exploitation,/aides/e4b8-assurer-la-viabilite-des-salles-de-cinema-a-c/,True,,True,,[],False
Financer les projets d'investissement des départements - DSID,/aides/93b1-financer-les-projets-dinvestissement-des-depa/,True,,False,url not starting with http,[],False
Enrichir les collections des services d'archives,/aides/d0bf-enrichir-les-collections-des-services-darchiv/,True,,True,,[],False
Obtenir un agrément et des subventions pour mener à bien des activités relatives à l’emploi de la langue française,/aides/8d8c-obtenir-un-agrement-et-des-subventions-pour-m/,True,,True,,[],False
Financer l’interprétation en langue française dans les colloques scientifiques - Fonds Pascal,/aides/a920-financer-linterpretation-en-langue-francaise-/,True,,True,,[],False
"Soutenir les acteurs qui s’engagent à favoriser la présence du français dans la vie économique, sociale, culturelle et scientifique",/aides/3d4d-soutenir-les-acteurs-qui-sengagent-a-favorise/,True,,True,,[],False
"Renforcer les compétences linguistiques de nos concitoyens, notamment de ceux qui sont le plus éloignés de la langue française",/aides/19f9-renforcer-les-competences-linguistiques-de-no/,True,,True,,[],False
Promouvoir le plurilinguisme,/aides/fa9d-promouvoir-le-plurilinguisme/,True,,True,,[],False
Mener des projets d'enrichissement de la langue française,/aides/fee3-mener-des-actions-denrichissement-de-la-langu/,True,,True,,[],False
Mener des projets en faveur du français et de la diversité linguistique dans l'univers numérique,/aides/03c6-mener-des-projets-en-faveur-du-francais-et-de/,True,,True,,[],False
Financer vos budgets d'investissements dans les Petites Villes,/aides/3a71-financer-vos-investissements/,True,,True,,[],False
Numériser les petites entreprises,/aides/d617-numeriser-les-petites-entreprises/,False,url not starting with http,False,url not starting with http,[],False
Se numériser et développer rapidement une activité en ligne - clique-mon-commerce,/aides/bb3d-se-numeriser-et-developper-rapidement-une-act/,False,Status 520,False,url not starting with http,[],False
Engager des démarches de contrat de territoires (ECLAT - Engagement Commun pour le Logement et l'Autonomie sur les Territoires),/aides/0792-engager-des-demarches-de-contrat-de-territoir/,False,url not starting with http,False,url not starting with http,[],False
Soutenir l’innovation dans le champ du vieillissement actif et en santé,/aides/a3b9-soutenir-linnovation-dans-le-champ-de-la-prev/,True,,True,,[],False
Bénéficier d'un prêt vert,/aides/2ea9-beneficier-dun-pret-vert/,False,url changed to https://www.bpifrance.fr/catalogue-offres/transition-ecologique-et-energetique/pret-vert-ademe,False,url not starting with http,[],False
Financer les équipements éligibles aux Certificats d’Economie d’Energie - Prêt Eco Energie,/aides/a313-financer-les-equipements-eligibles-aux-certif/,False,url changed to https://www.bpifrance.fr/catalogue-offres/transition-ecologique-et-energetique/pret-economies-denergie-pee,False,Status 403,[],False
Faciliter l'émission de cautions dans le cadre de vos contrats export - Assurance Caution Export,/aides/fdb3-faciliter-lemission-de-cautions-dans-le-cadre/,False,url changed to https://www.bpifrance.fr/catalogue-offres/internationalisation/assurance-caution-export,False,Status 403,[],False
Soutenir la plantation ou la reconstitution des haies bocagères et le développement de l’agroforesterie - AMI « Plantons des haies »,/aides/5c3e-soutenir-la-plantation-ou-la-reconstitution-d/,True,,False,url not starting with http,[],False
Anticiper les mutations économiques et accompagner ses salariés à se reconvertir - Transitions collectives (Transco),/aides/3445-anticiper-les-mutations-economiques-et-accomp/,False,Unknown error,False,url not starting with http,[],False
Suivre les trajets de covoiturage sans risque de fraude et inciter la pratique du covoiturage sur votre territoire - Registre de preuve de covoiturage,/aides/6e81-suivre-les-trajets-de-covoiturage-sans-risque/,True,,False,Status 404,[],False
"Financer la formation des salariés placés en activité partielle ou en ALD- ""FNE-Formation""",/aides/118c-financer-la-formation-des-salaries-places-en-/,False,Unknown error,False,url not starting with http,[],False
"Aider financièrement les jeunes en situation de précarité -  ""Garantie jeunes""- ""1 jeune, 1 solution""",/aides/62e5-aider-financierement-les-jeunes-en-situation-/,False,Unknown error,False,url not starting with http,[],False
Financer des études préalables aux investissements dans les déchetteries professionnelles,/aides/f5a3-financer-etudes-prealables-aux-investissement/,False,url changed to https://agirpourlatransition.ademe.fr/entreprises/etudes-prealables-investissements-decheteries-professionnelles,False,url not starting with http,[],False
"Financer des installations de méthanisation (injection, cogénération, chaleur)",/aides/24b3-methaniser-installations-de-methanisation-inj/,False,url changed to https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2022/financement-dinstallations-methanisation-injection-cogeneration-chaleur,False,url not starting with http,[],False
Mettre en oeuvre : « Études préparatoires à la mise en œuvre de la tarification incitative du service public Déchets »,/aides/f06d-mettre-en-oeuvre-etudes-preparatoires-a-la-mi/,False,url changed to https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2022/instauration-extension-tarification-incitative-financement-letude-prealable,False,url not starting with http,[],False
Financer des « Études préalables à la construction d’une installation de méthanisation »,/aides/eff4-construire-httpsagirpourlatransitionademefren/,False,url changed to https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2022/etudes-prealables-a-construction-dune-installation-methanisation,False,url not starting with http,[],False
Financer des flottes de bus «verts» : OBLIBUS,/aides/cd4f-financer-des-flottes-de-bus-verts-oblibus/,True,,False,url not starting with http,['https://www.banquedesterritoires.fr/sites/default/files/2021-06/21-010-BDT-produit%20oblibus-mobilite%20verte.pdf'],True
Financer des infrastructures d’avitaillement GNV,/aides/9667-financer-des-infrastructures-davitaillement-g/,True,,False,url not starting with http,[],False
Investir dans les lignes de desserte fine du territoire (ferroviaire régional),/aides/61ae-investir-dans-les-lignes-de-desserte-fine-du-/,True,,False,url not starting with http,[],False
Développer des infrastructures et des mobilités vertes,/aides/f4d4-beneficier-dingenierie-territoriale-de-la-mob/,True,,False,url not starting with http,[],False
"Accompagner les projets de l'économie circulaire, alimentation, circuits courts",/aides/838d-beneficier-dingenierie-territoriale-economie-/,True,,False,url not starting with http,[],False
Générer votre attestation sur l'honneur du covoiturage pour bénéficier du forfait mobilités durables,/aides/629b-beneficier-dattestation-sur-lhonneur-du-covoi/,False,url changed to https://attestation.covoiturage.beta.gouv.fr/,False,url not starting with http,[],False
Soutenir les projets Petites villes de demain,/aides/8b33-soutenir-les-projets-petites-villes-de-demain/,True,,False,url not starting with http,[],False
