name,url,id,error_orig,type_error_orig,error_app,type_error_app,pdfs,pdf_avec_criteres
Faire bénéficier d'une bourse aux jeunes artistes,/aides/050a-beneficier-dune-bourse-aux-jeunes-artistes/,98235,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Réaliser des productions audiovisuelles à caractère documentaire,/aides/dc82-realiser-des-productions-audiovisuelles-a-car/,98236,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'un soutien aux structures et actions d'intérêt départemental ou supra-départemental dans le domaine culturel,/aides/ebfd-beneficier-dun-soutien-aux-structures-et-acti/,98237,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'indemnités de frais de déplacement pour les stages en odontologie (étudiants),/aides/c3c7-beneficier-dindemnites-de-frais-de-deplacemen/,98238,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'une indemnité des frais de déplacement et/ou d'une mise à disposition d'un logement pour les stages ambulatoires des internes en médecine générale,/aides/d2bf-beneficier-dune-indemnite-des-frais-de-deplac/,98239,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Mettre en place des équipements d'amélioration de la sécurité routière,/aides/e39b-mettre-en-place-des-equipements-damelioration/,98240,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Aménager des zones d'activités maritimes,/aides/2a6f-amenager-des-zones-dactivites-maritimes/,98241,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Animer les bassins versants (frais de fonctionnement, d'études et de communication)",/aides/a070-animer-les-bassins-versants-frais-de-fonction/,98242,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Lutter contre les inondations,/aides/cb41-lutter-contre-les-inondations/,98243,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Planter des haies,/aides/15bb-planter-des-haies/,98244,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Procéder à des acquisitions foncières d'espaces naturels sensibles,/aides/c9c4-proceder-a-des-acquisitions-foncieres-despace/,98245,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Mettre en œuvre une collecte raisonnée des macro-déchets des plages,/aides/9383-mettre-en-uvre-une-collecte-raisonnee-des-mac/,98246,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Entretenir et restaurer des rivières,/aides/b31c-entretenir-et-restaurer-des-rivieres/,98247,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier de prêts locatifs aides d'intégration (PLAI),/aides/a220-beneficier-de-prets-locatifs-aides-dintegrati/,98248,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Soutenir les fédérations oeuvrant pour la jeunesse,/aides/ea63-soutenir-les-federations-oeuvrant-pour-la-jeu/,98249,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier du Fonds d'aide aux jeunes (FAJ),/aides/94fa-beneficier-dun-fonds-daide-aux-jeunes-faj/,98250,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Participer à un appel à projets de l'insertion (PDI),/aides/399f-participer-a-un-appel-a-projets-de-linsertion/,98251,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier du Fonds de Solidarité pour le Logement (FSL),/aides/5446-beneficier-dun-fonds-de-solidarite-pour-le-lo/,98252,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier du Revenu de solidarité active (RSA),/aides/a525-beneficier-du-revenu-de-solidarite-active-rsa/,98253,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier de prestations en faveur de l'adulte handicapé,/aides/d3c8-beneficier-de-prestations-en-faveur-de-ladult/,98254,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier de prestations en faveur de l'enfant handicapé ou de sa famille,/aides/9ea1-beneficier-de-prestations-en-faveur-de-lenfan/,98255,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Soutenir les associations oeuvrant en faveur des personnes âgées et des personnes en situation de handicap,/aides/6f9f-soutenir-les-associations-oeuvrant-en-faveur-/,98256,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Acquérir du matériel nautique,/aides/acbc-acquerir-du-materiel-nautique/,98257,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Mettre en œuvre un partenariat communication pour les événements culturels et sportifs,/aides/8e5e-mettre-en-uvre-un-partenariat-communication-p/,98258,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Soutenir les clubs de discipline individuelle ou collective dont les équipes évoluent au niveau national,/aides/c0f7-soutenir-les-clubs-de-discipline-individuelle/,98259,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Organiser des manifestations sportives,/aides/10af-organiser-des-manifestations-sportives/,98260,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Faire bénéficier d'un soutien aux comités sportifs départementaux,/aides/edc7-beneficier-de-soutien-aux-comites-sportifs-de/,98261,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Mener des actions de sécurité routière,/aides/53bf-mener-des-actions-de-securite-routiere/,98262,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'une aide pour couvrir les frais d'hébergement des collégiens,/aides/61a3-beneficier-dune-aide-a-la-gratuite-des-frais-/,98263,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Être accompagné dans la démarche de développement durable (E3D) de son collège,/aides/5074-participer-a-une-demarche-de-developpement-du/,98264,False,url not starting with http,False,url not starting with http,[],False
"Porter un projet pédagogique autour du sport - Appel à projets ""Sport"" à destination des collèges",/aides/de6e-participer-a-un-appel-a-projets-pedagogiques-/,98265,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Porter un projet pédagogique autour de la culture - Appel à projets « culture » à destination des collèges,/aides/f63b-participer-a-un-appel-a-projets-pedagogiques-/,98266,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Porter un projet pédagogique en lien avec l'Europe - Appel à projets « Europe » à destination des collèges,/aides/9b62-participer-a-un-appel-a-projets-pedagogiques-/,98267,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'une bourse départementale pour les collégiens,/aides/92aa-beneficier-dune-bourse-departementale-aux-col/,98268,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer les compétences orales des collégiens en langues étrangères - Appel à projets pédagogiques « Langues vivantes » à destination des collèges,/aides/1d67-participer-a-un-appel-a-projets-pedagogiques-/,98269,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'un soutien aux structures oeuvrant pour l'enfance,/aides/d8b6-beneficier-dun-soutien-aux-structures-oeuvran/,98270,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Sauvegarder des églises, protégées au titre des monuments historiques ou non protégées",/aides/dda1-sauvegarder-des-eglises-protegees-au-titre-de/,98272,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Sauvegarder des monuments historiques classés et inscrits (hors églises),/aides/0df4-sauvegarder-des-monuments-historiques-classes/,98273,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Sauvegarder des objets mobiliers protégés (classés et inscrits),/aides/f69c-sauvegarder-des-objets-mobiliers-proteges-cla/,98274,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Sauvegarder des bateaux traditionnels protégés (classés et inscrits) ou non protégés,/aides/e5cf-sauvegarder-des-bateaux-traditionnels-protege/,98275,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Bénéficier d'un soutien aux écoles de musique, danse, théâtre et art du cirque (fonctionnement)",/aides/29e6-beneficier-dun-soutien-aux-ecoles-de-musique-/,98276,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Bénéficier d'un soutien à la création artistique en amateur (musique, danse, théâtre, arts du cirque) - Aide aux projets",/aides/ee93-beneficier-dun-soutien-a-la-creation-artistiq/,98277,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Acquérir un minibus (véhicule collectif 9 places),/aides/8f26-acquerir-un-minibus-vehicule-collectif-9-plac/,98278,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Obtenir un soutien aux grands équipements publics d'intérêt départemental,/aides/aad3-obtenir-un-soutien-aux-grands-equipements-pub/,98279,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Maintenir ou créer des commerces,/aides/1e7a-maintenir-ou-creer-des-commerces/,98280,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer des Gîtes de groupe publics labellisés Gîtes de France,/aides/6267-developper-des-gites-de-groupe-publics-labell/,98281,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Œuvrer pour la Transition écologique en conservant de la biodiversité,/aides/79e3-uvrer-pour-la-transition-ecologique-en-conser/,98282,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'un soutien aux structures d'accueil des enfants (à partir de 3 ans) et des jeunes,/aides/adfb-beneficier-dun-soutien-aux-structures-daccuei/,98283,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'un soutien aux garderies et salles d'activité périscolaire,/aides/3c1f-beneficier-dun-soutien-aux-garderies-et-salle/,98284,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Bénéficier d'un soutien au développement de Crèches, Micro-crèches, Haltes-garderies, Multi-accueil",/aides/5de0-beneficier-dun-soutien-au-developpement-de-cr/,98285,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'un soutien au développement d'une Ludothèque,/aides/640b-beneficier-dun-soutien-au-developpement-dune-/,98286,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'un soutien au développement d'un Relais Enfants Parents - Assistants Maternels (ex RAM),/aides/bd5f-beneficier-dun-soutien-au-developpement-dun-r/,98287,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'un soutien au développement d'une Maison Assistants Maternels,/aides/11bd-beneficier-dun-soutien-au-developpeemnt-dune-/,98288,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Rénover ou réaliser une extension d'une salle de convivialité,/aides/9800-renover-ou-realiser-une-extension-dune-salle-/,98289,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Créer des logements dans du patrimoine existant ou réhabiliter de logements locatifs existants,/aides/f5c3-creer-des-logements-dans-du-patrimoine-exista/,98290,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Valoriser des friches pour la création d'ensemble de logements intégrés,/aides/fcb4-valoriser-des-friches-pour-la-creation-densem/,98291,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Aider la création ou la rénovation d'équipements scolaires contribuant à l'amélioration de l'offre de formation,/aides/4941-aider-la-creation-ou-la-renovation-dequipemen/,98292,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer l'offre sportive par la création ou la rénovation de salles pluridisciplinaires et de gymnases,/aides/80e9-developper-loffre-sportive-par-la-creation-ou/,98293,False,url not starting with http,False,url not starting with http,[],False
Créer / rénover/ informatiser une bibliothèque,/aides/91a5-creer-renover-informatiser-une-bibliotheque/,98294,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer une aire de jeux extérieure,/aides/1617-developper-une-aire-de-jeux-exterieure/,98295,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer des équipements publics favorisant l'accueil d'activités économiques,/aides/e8de-developper-des-equipements-publics-favorisant/,98296,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer des espaces de télétravail,/aides/4cb3-developper-des-espaces-de-teletravail/,98297,False,url changed to https://www.manche.fr/guide-des-aides/,True,,[],False
"Développer des sites publics de loisirs, de sport ou de visite",/aides/fc7c-developper-des-sites-publics-de-loisirs-de-sp/,98298,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Aménager des véloroutes départementales,/aides/9945-amenager-des-veloroutes-departementales/,98299,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Aménager des cales d'accès à la mer,/aides/6414-amenager-des-cales-dacces-a-la-mer/,98300,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Mettre en place une Opération Programmée d'Amélioration de l'Habitat (OPAH),/aides/93fc-mettre-en-place-une-operation-programmee-dame/,98301,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Créer des structures de réemploi et de recyclage de déchets,/aides/c52d-creer-des-structures-de-reemploi-et-de-recycl/,98302,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Acquérir de l'équipement énergie biomasse,/aides/07fb-acquerir-de-lequipement-energie-biomasse/,98303,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer des équipements sportifs spécifiques,/aides/79c0-developper-des-equipements-sportifs-specifiqu/,98304,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Créer ou rénover une école de musique, d'ateliers de pratiques artistiques de danse, de théâtre et cirque",/aides/c191-creer-ou-renover-une-ecole-de-musique-datelie/,98305,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Créer ou rénover des équipements culturels d'intérêt départemental et des salles culturelles,/aides/b22e-creer-ou-renover-des-equipements-culturels-di/,98306,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer une maison pluridisciplinaire de santé,/aides/ef5d-developper-une-maison-pluridisciplinaire-de-s/,98307,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer un Pôle de santé libéral et ambulatoire (PSLA),/aides/9b47-developper-un-pole-de-sante-liberal-et-ambula/,98308,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Créer un Foyer de jeunes travailleurs,/aides/e473-creer-un-foyer-de-jeunes-travailleurs/,98309,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer des Maisons de services publics,/aides/cbfb-developper-des-maisons-de-services-publics/,98310,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Assainissement collectif : préserver et améliorer la qualité des milieux,/aides/0cd7-assainissement-collectif-preserver-et-amelior/,98311,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer des plateaux sportifs périscolaires multi activités,/aides/96b0-developper-des-plateaux-sportifs-periscolaire/,98312,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'une prime forfaitaire d’exercice pour les jeunes médecins et dentistes,/aides/5f30-beneficier-dune-prime-forfaitaire-dexercice-p/,98313,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'indemnités de déplacement pour les étudiants en médecine et en odontologie effectuant des remplacements dans la Manche,/aides/1daf-beneficier-dindemnites-de-deplacement-pour-le/,98314,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Bénéficier d'une aide à l'identification, la sauvegarde et la mise en valeur du patrimoine rural non protégé : pré-inventaire et travaux de restauration",/aides/097f-beneficier-dune-aide-a-lidentification-la-sau/,98315,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Protéger les fonds d'archives communales,/aides/d589-proteger-les-fonds-darchives-communales/,98316,False,url not starting with http,False,url not starting with http,[],False
Développer l'itinérance et les boucles locales,/aides/ff91-developper-litinerance-et-les-boucles-locales/,98317,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Revitaliser des espaces publics en coeur de bourg,/aides/f998-revitaliser-des-espaces-publics-en-coeur-de-b/,98318,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Participer aux frais de garantie bancaire des éleveurs rencontrant des difficultés économiques conjoncturelles,/aides/0b76-beneficier-dun-soutien-aux-eleveurs-rencontra/,98319,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Développer l'hôtellerie de plein air publique,/aides/824f-developper-lhotellerie-de-plein-air-publique/,98320,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Aménager durablement des enclos paroissiaux,/aides/9720-amenager-durablement-des-enclos-paroissiaux/,98321,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'aide à la rénovation énergétique pour l'habitat des particuliers,/aides/62dc-beneficier-daide-a-la-renovation-energetique-/,98322,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'une aide sur les petits investissements des exploitations agricoles,/aides/eb29-beneficier-dune-aide-sur-les-petits-investiss/,98323,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Bénéficier d'aide à la rénovation énergétique en copropriété,/aides/69e5-beneficier-daide-a-la-renovation-energetique-/,98324,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Filière équine : obtenir une aide aux petits investissements dans les exploitations agricoles (élevage, centre équestre...)",/aides/644f-filiere-equine-obtenir-une-aide-aux-petits-in/,98326,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Filière équine : obtenir une aide à l'investissement en faveur des associations organisatrices de manifestations équestres,/aides/3071-filiere-equine-obtenir-une-aide-a-linvestisse/,98327,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
"Filière équine : soutenir les équipes de niveau national - sports équestres (horseball, ponygames, attelage, cso..)",/aides/0ef5-filiere-equine-soutenir-les-equipes-de-niveau/,98329,False,url changed to https://www.manche.fr/guide-des-aides/,False,url not starting with http,[],False
Aider des entreprises de l'économie sociale et solidaire (ESS),/aides/c696-aider-des-entreprises-de-de-leconomie-sociale/,98462,False,url not starting with http,False,url not starting with http,[],False
Promouvoir le développement commercial et économique des professionnels adhérents à la marque Pays Cathare,/aides/620d-animer-la-marque-pays-cathare/,98472,False,url not starting with http,False,url not starting with http,[],False
"Accompagner les collectivités dans la définition et la mise en oeuvre de leur projet d'aménagement, de voirie, d'ouvrage d'art, de bâtiment, d'eau-assainissement, de restauration",/aides/c0ee-accompagner-les-collectivites-dans-la-definit/,98630,False,url not starting with http,False,url not starting with http,[],False
Restaurer le patrimoine historique,/aides/892b-restaurer-le-patrimoine-historique/,98639,True,,False,Unknown error,[],False
Lutter contre les inondations,/aides/76b6-lutter-contre-les-inondations/,98640,False,url not starting with http,False,url not starting with http,[],False
Accompagner un médecin à la première installation ou à l’installation d’un cabinet médical secondaire,/aides/3ab8-accompagner-un-medecin-a-la-premiere-installa/,98818,True,,False,url not starting with http,['http://www.aude.fr/sites/default/files/media/downloads/Dossier%20demande%20aide%20a%CC%80%20l%27installation%20-%20installation%20cabinet%20secondaire.pdf'],True
Aider les candidats à la formation d’infirmier en pratique avancée (IPA),/aides/1ecb-aider-les-candidats-a-la-formation-dinfirmier/,98819,True,,False,url not starting with http,[],False
"Créer, maintenir ou développer un service de proximité",/aides/dea4-creer-maintenir-ou-developper-un-service-de-p/,98862,True,,False,url not starting with http,['http://www.aude.fr/sites/default/files/media/downloads/9-SERVICES%20PROXIMITE%202022.pdf'],True
Aider les projets innovants en Sud 77 / LEADER SUD 77,/aides/3a76-aide-aux-projets-innovants-en-sud-77-leader-s/,98868,False,url not starting with http,False,url not starting with http,[],False
Conseiller et accompagner les bénévoles des associations sportives dans leurs démarches administratives et leurs projets,/aides/7b8f-centre-de-ressource-et-dinformation-pour-les-/,100363,False,Unknown error,False,url not starting with http,[],False
Financer la réhabilitation énergétique de son logement (propriétaires occupants - programme MaPrimeRénov' Sérénité),/aides/e832-aide-aux-proprietaires-occupants-rehabilitati/,101199,False,Status 404,False,url not starting with http,[],False
Favoriser la plantation de haies,/aides/7d69-favoriser-la-plantation-de-haies/,101201,True,,False,Unknown error,[],False
Réaliser un plan de gestion de haie,/aides/4e01-realiser-un-plan-de-gestion-de-haie/,101202,True,,False,Unknown error,[],False
"Appuyer les collectivités dans la définition et la mise en œuvre de leur projet d'urbanisme, d'aménagement, de voirie, d'ouvrage d'art et des finances",/aides/1b94-appuyer-les-collectivites-dans-la-definition-/,101248,False,url changed to https://www.adac37.fr/,False,url not starting with http,[],False
Favoriser l'animation de la filière bois bocage,/aides/b948-favoriser-lanimation-de-la-filiere-bois/,101343,False,Status 404,False,Unknown error,[],False
Apporter une assistance à maîtrise d'ouvrage aux collectivités sous forme d'ingénierie publique,/aides/7cb3-apporter-une-assistance-a-maitrise-douvrage-a/,101706,True,,False,url not starting with http,"['http://yonne.fr/content/download/38746/319478/file/Statuts-ATD89-V4_AG_29-06-2018.pdf', 'http://yonne.fr/content/download/10499/117159/file/Plaquette SATEP janvier 2021.pdf', 'http://yonne.fr/content/download/10500/117166/file/Plaquette SATESE janvier 2021.pdf']",True
Soutenir les acteurs œuvrant dans le domaine social,/aides/d33e-soutenir-les-acteurs-uvrant-dans-le-domaine-s/,102581,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Promouvoir le livre et la lecture,/aides/0feb-promouvoir-le-livre-et-la-lecture/,104102,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Verser des primes aux établissements d'accueil collectif de jeunes enfants (publics ou privés) pour les nouvelles places créées (260 euros / place),/aides/8d27-verser-des-primes-aux-etablissements-daccueil/,104470,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
"Soutenir les structures d'accueil d'enfants confiés dans des projets de construction, de restauration, d'extension",/aides/1b60-soutenir-les-structures-daccueil-denfants-con/,104805,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Promouvoir les savoir-faire,/aides/ab34-promouvoir-les-savoir-faire/,104851,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les aménagements de sécurité routière,/aides/b934-soutenir-les-amenagements-de-securite-routier/,104852,True,,False,url not starting with http,[],False
Contribuer aux aménagements sous maitrise d'ouvrage déléguée (voirie départementale),/aides/11bf-contribuer-aux-amenagements-sous-maitrise-dou/,104961,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les actions de prévention routière,/aides/18eb-soutenir-les-actions-de-prevention-routiere/,104962,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir l'investissement des bibliothèques,/aides/cdd9-soutenir-linvestissement-des-bibliotheques/,104963,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les organismes œuvrant en faveur du patrimoine et de l'archéologie,/aides/f131-soutenir-les-organismes-uvrant-en-faveur-du-p/,104964,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir la recherche archéologique et historique,/aides/aa05-soutenir-la-recherche-archeologique-et-histor/,104965,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les chantiers internationaux de jeunes bénévoles,/aides/2420-soutenir-les-chantiers-internationaux-de-jeun/,104966,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les sportifs de haut niveau,/aides/a219-soutenir-les-sportifs-de-haut-niveau/,104972,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les comités sportifs départementaux,/aides/e0d5-soutenir-les-comites-sportifs-departementaux/,104973,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les manifestations sportives,/aides/dd22-soutenir-les-manifestations-sportives/,104974,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les défis sportifs du Département (sports de nature),/aides/e69e-soutenir-les-defis-sportifs-du-departement-sp/,104975,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les équipements des stations sports de nature,/aides/22f6-soutenir-les-equipements-des-stations-sports-/,104977,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir la production audiovisuelle et cinéma,/aides/8ca5-soutenir-la-production-audiovisuelle-et-cinem/,104978,True,,False,url not starting with http,[],False
Soutenir les partenaires du Département,/aides/6a88-soutenir-les-partenaires-du-departement/,105015,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir la réhabilitation des systèmes d'assainissement non collectif,/aides/015b-soutenir-la-rehabilitation-des-systemes-dassa/,105016,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les études relatives au périmètre de protection de l'alimentation en eau potable,/aides/8d08-soutenir-les-etudes-relatives-au-perimetre-de/,105017,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les travaux relatifs au périmètre de protection de l'alimentation en eau potable,/aides/7b4c-soutenir-les-travaux-relatifs-au-perimetre-de/,105054,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les interconnexions des réseaux d'eau potable,/aides/b60e-soutenir-les-interconnexions-des-reseaux-deau/,105055,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir la mise en service de nouvelles ressources en eau potable,/aides/53f0-soutenir-la-mise-en-service-de-nouvelles-ress/,105056,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les travaux concernant les unités de traitement d'eau potable,/aides/7254-soutenir-les-travaux-concernant-les-unites-de/,105057,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les aménagements hydrauliques des cours d'eau,/aides/97ab-soutenir-les-amenagements-hydrauliques-des-co/,105058,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les études relatives à l'entretien et l'aménagement des cours d'eau,/aides/6ea1-soutenir-les-etudes-a-lentretien-et-lamenagem/,105059,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les opérations de reconquête de la qualité de l'eau (gestion par bassin),/aides/88bd-soutenir-les-operations-de-reconquete-de-la-q/,105060,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir les acquisitions foncières dans le cadre du PDIPR,/aides/f0a0-soutenir-les-acquisitions-fonciere-dans-le-ca/,105061,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir l'aménagement des chemins dans le cadre du PDIPR,/aides/56d0-soutenir-lamenagement-des-chemins-dans-le-cad/,105062,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Soutenir la valorisation des itinéraires de randonnée et de leur environnement dans le cadre du PDIPR,/aides/0c50-soutenir-la-valorisation-des-itineraires-de-r/,105063,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
Contribuer à l'aménagement des pistes cyclables,/aides/b8ee-contribuer-a-lamenagement-des-pistes-cyclable/,105064,True,,False,url changed to https://cd16prod.mgcloud.fr/aides/#/cd16/,[],False
